id,author,text,like_count,timestamp,parent,commentaire,label,score,cues_pos_words,cues_neg_words,cues_pos_emoji,cues_neg_emoji,cues_laugh
Ugy_MKXHYheOqgaMLqJ4AaABAg,@justiceamour9842,"C'est donc la victoire de la justice qui a triomphé face à une grave injustice subie par Dembélé qui n'était jamais sollicité et recherché normalement  comme cela se fait habituellement envers les attaquants d'une équipe

Voici la seule magnifique leçon de vie à tirer de cette décision Dembélé ballon d'Or. C'est que malgré la crapuleuse et méchante injustice de privation de ballon systématique subies (dans son propre club) à l'encontre de Dembélé (et Barcolat) orchestré très franchement (depuis très longtemps)  par les égoïstes arrivistes assoiffés maladifs de gloire et leadership dont Vitinha (le chef suprême), Nino mendès, HAKIMI et aussi Varacelia s'arrangeant toujours pour que LA DÉTENTION DE BALLE, L'animation de jeux ET LES ACTIONS MÊME FINALES passent essentiellement et en quasi totalité qu'avec EUX ET QUE POUR EUX, SANS JAMAIS SOLLICITER SYSTEMATIQUEMENT, NORMALEMENT, NI MÊME PETITEMENT L'ATTAQUANT DEMBÉLÉ (BARCOLA et DOUÉ). 

C'est ainsi qu'on aperçoit jusqu'à ce jour (dans tous les matchs et les saisons) que Vitinha, Nino Mendez, Hakimi (situés pourtant plus en arrière poste que les attaquants) qu'ils sont les plus souvent (lors de la quasi totalité des actions et jeux offensifs) les plus anormalement sollicités, les plus lancés, les plus trouvés et recherchés QUE LES ATTAQUANTS DEMBELE (BARCOLA et DOUE). 

Si bien que ce ne sont que les très infimes et insignifiantes situations de coïncidence de toucher de balle provenant de contre attaque, pressing, de perte de balle de l'adversaire ou D'ABSCENCE FLAGRANTE DE CHOIX VERS UN AUTRE COÉQUIPIER, qui ont permis à Dembélé (et aussi Barcola et DOUÉ) de montrer son talent. 

Quel aurait donc été le résultat et la performance footballistique démontrée de Dembélé si ces anti-joueurs arrivistes cessaient leurs stratégies de mise au placard et de tuerie de leurs attaquants plus talentueux qu'eux (en les privant de ballon et de bonnes opportunités) ; Ceci dans l'unique but d'espérer que leurs talents à eux (bien moindre) fussent (uniquement) vus à travers de millions de touchers de balles et de conservations égoïstes de ballon (à l'instar de Kvaratskhelia très très personnel, de Mendès, Hakimi et Vitinha le cerveau de cette stratégie, le propriétaire de ballon et l'assoiffé de gloire). 

AINSI EN PRIVANT DEMBELE DE NOMBREUSES ACTIONS ET DE BALLON, LES COÉQUIPIERS ANTI-JOUEURS ONT INCITÉ LA VRAIE JUSTICE QUI S'IMMISCE DANS TOUT, QUI SE RÉVÈLE ET SE GLORIFIE EN SON FILS EXPIATOIRE ET QUI RÉTRIBUE TÔT OU TARD, QUI A DONNÉ LE BALLON D'OR A DEMBÉLÉ, TANDIS QUE CELUI-CI EST CONSCIENT D'AVOIR MOINS PERFORMER INDIVIDUELLEMENT PAR RAPPORT À SON TALENT CONNU (même si toutefois aucun challenger de ce ballon d'or, (AYANT REMPORTÉ TOUTES LES COMPÉTITIONS COMME DEMBÉLÉ L'A FAIT), N'A NULLEMENT ÉTÉ AUSSI PERFORMANT DANS LA CONSTANCE QUE LUI (DEMBÉLÉ). La justice personnifiée a créé les conditions de la juste RÉTRIBUTION comme lorsque Paris gagne quasiment tout et ses plus grands challenges et EXPLOITS tout juste après le départ avec mépris d'MBAPPÉ mais beaucoup d'enthousiasme débordant arboré vis-à-vis du Réal, déifiant presque le club à haute voix et se voyait déjà champion de tout,  loin devant un PSG très décrié laissé en ruine.

En ce sens le puissant dicton est vrai : ""La course, la victoire ou la couronne n'appartient pas au plus agile, au plus filou, au plus déluré et encore moins aux malhonnêtes joueurs égoïstes boycottant et fuyant du ballon leurs attaquants plus talentueux qu'eux, en vue de les éteindre"".",0,1758754800,root,"@justiceamour9842 C'est donc la victoire de la justice qui a triomphé face à une grave injustice subie par Dembélé qui n'était jamais sollicité et recherché normalement  comme cela se fait habituellement envers les attaquants d'une équipe

Voici la seule magnifique leçon de vie à tirer de cette décision Dembélé ballon d'Or. C'est que malgré la crapuleuse et méchante injustice de privation de ballon systématique subies (dans son propre club) à l'encontre de Dembélé (et Barcolat) orchestré très franchement (depuis très longtemps)  par les égoïstes arrivistes assoiffés maladifs de gloire et leadership dont Vitinha (le chef suprême), Nino mendès, HAKIMI et aussi Varacelia s'arrangeant toujours pour que LA DÉTENTION DE BALLE, L'animation de jeux ET LES ACTIONS MÊME FINALES passent essentiellement et en quasi totalité qu'avec EUX ET QUE POUR EUX, SANS JAMAIS SOLLICITER SYSTEMATIQUEMENT, NORMALEMENT, NI MÊME PETITEMENT L'ATTAQUANT DEMBÉLÉ (BARCOLA et DOUÉ). 

C'est ainsi qu'on aperçoit jusqu'à ce jour (dans tous les matchs et les saisons) que Vitinha, Nino Mendez, Hakimi (situés pourtant plus en arrière poste que les attaquants) qu'ils sont les plus souvent (lors de la quasi totalité des actions et jeux offensifs) les plus anormalement sollicités, les plus lancés, les plus trouvés et recherchés QUE LES ATTAQUANTS DEMBELE (BARCOLA et DOUE). 

Si bien que ce ne sont que les très infimes et insignifiantes situations de coïncidence de toucher de balle provenant de contre attaque, pressing, de perte de balle de l'adversaire ou D'ABSCENCE FLAGRANTE DE CHOIX VERS UN AUTRE COÉQUIPIER, qui ont permis à Dembélé (et aussi Barcola et DOUÉ) de montrer son talent. 

Quel aurait donc été le résultat et la performance footballistique démontrée de Dembélé si ces anti-joueurs arrivistes cessaient leurs stratégies de mise au placard et de tuerie de leurs attaquants plus talentueux qu'eux (en les privant de ballon et de bonnes opportunités) ; Ceci dans l'unique but d'espérer que leurs talents à eux (bien moindre) fussent (uniquement) vus à travers de millions de touchers de balles et de conservations égoïstes de ballon (à l'instar de Kvaratskhelia très très personnel, de Mendès, Hakimi et Vitinha le cerveau de cette stratégie, le propriétaire de ballon et l'assoiffé de gloire). 

AINSI EN PRIVANT DEMBELE DE NOMBREUSES ACTIONS ET DE BALLON, LES COÉQUIPIERS ANTI-JOUEURS ONT INCITÉ LA VRAIE JUSTICE QUI S'IMMISCE DANS TOUT, QUI SE RÉVÈLE ET SE GLORIFIE EN SON FILS EXPIATOIRE ET QUI RÉTRIBUE TÔT OU TARD, QUI A DONNÉ LE BALLON D'OR A DEMBÉLÉ, TANDIS QUE CELUI-CI EST CONSCIENT D'AVOIR MOINS PERFORMER INDIVIDUELLEMENT PAR RAPPORT À SON TALENT CONNU (même si toutefois aucun challenger de ce ballon d'or, (AYANT REMPORTÉ TOUTES LES COMPÉTITIONS COMME DEMBÉLÉ L'A FAIT), N'A NULLEMENT ÉTÉ AUSSI PERFORMANT DANS LA CONSTANCE QUE LUI (DEMBÉLÉ). La justice personnifiée a créé les conditions de la juste RÉTRIBUTION comme lorsque Paris gagne quasiment tout et ses plus grands challenges et EXPLOITS tout juste après le départ avec mépris d'MBAPPÉ mais beaucoup d'enthousiasme débordant arboré vis-à-vis du Réal, déifiant presque le club à haute voix et se voyait déjà champion de tout,  loin devant un PSG très décrié laissé en ruine.

En ce sens le puissant dicton est vrai : ""La course, la victoire ou la couronne n'appartient pas au plus agile, au plus filou, au plus déluré et encore moins aux malhonnêtes joueurs égoïstes boycottant et fuyant du ballon leurs attaquants plus talentueux qu'eux, en vue de les éteindre"".",neutre,0.0,magnifique,nul,0,0,0
UgwT9LXOCrygug0dGvV4AaABAg,@donduciel148,Félicitations  Dembele.TU le mérites ce bellon d'or  Que Dieu te benisse davantage,0,1758754800,root,@donduciel148 Félicitations  Dembele.TU le mérites ce bellon d'or  Que Dieu te benisse davantage,positif,2.0,"felicitation, merite",,0,0,0
UgzH56zsqFMdrfqc00J4AaABAg,@justiceamour9842,"Voici la seule magnifique leçon de vie à tirer de cette décision Dembélé ballon d'Or. C'est que malgré la crapuleuse et méchante injustice de privation de ballon systématique subies (dans son propre club) à l'encontre de Dembélé (et Barcolat) orchestré très franchement (depuis très longtemps)  par les égoïsmes arrivistes assoiffés maladifs de gloire et leadership dont vitinia (le chef suprême), Nino mendès, HAKIMI et aussi Varacelia s'arrangeant toujours pour que LA DÉTENTION DE BALLE, L'animation de jeux ET LES ACTIONS MÊME FINALES passent essentiellement et en quasi totalité qu'avec EUX ET QUE POUR EUX, SANS JAMAIS SOLLICITER SYSTEMATIQUEMENT, NORMALEMENT, NI MÊME PETITEMENT L'ATTAQUANT DEMBÉLÉ (BARCOLA et DOUÉ). 

C'est ainsi qu'on aperçoit jusqu'à ce jour (dans tous les matchs et les saisons) que Vitinha, Nino Mendez, Hakimi (situés pourtant plus en arrière poste que les attaquants) qu'ils sont les plus souvent (lors de la quasi totalité des actions et jeux offensifs) les plus anormalement sollicités, les plus lancés, les plus trouvés et recherchés QUE LES ATTAQUANTS DEMBELE (BARCOLA et DOUE). 
Si bien que ce ne sont que les très infimes et insignifiantes situations de coïncidence de toucher de balle provenant de contre attaque, pressing, de perte de balle de l'adversaire ou D'ABSCENCE FLAGRANTE DE CHOIX VERS UN AUTRE COÉQUIPIER, qui ont permis à Dembélé (et aussi Barcola et DOUÉ) de montrer son talent. 
Quel aurait donc été le résultat et la performance footballistique démontrée de Dembélé si ces anti-joueurs arrivistes cessaient leurs stratégies de mise au placard et de tuerie de leurs attaquants plus talentueux qu'eux (en les privant de ballon et de bonnes opportunités) ; Ceci dans l'unique but d'espérer que leurs talents à eux (bien moindre) fussent (uniquement) vus à travers de millions de touchers de balles et de conservations égoïstes de ballon (à l'instar de Kvaratskhelia très très personnel, de Mendès, Hakimi et Vitinha le cerveau de cette stratégie, le propriétaire de ballon et l'assoiffé de gloire). 
AINSI EN PRIVANT DEMBELE DE NOMBREUSES ACTIONS ET DE BALLON, LES COÉQUIPIERS ANTI-JOUEURS ONT INCITÉ LA VRAIE JUSTICE QUI S'IMMISCE DANS TOUT, QUI SE RÉVÈLE ET SE GLORIFIE EN SON FILS EXPIATOIRE ET QUI RÉTRIBUE TÔT OU TARD, QUI A DONNÉ LE BALLON D'OR A DEMBÉLÉ, TANDIS QUE CELUI-CI EST CONSCIENT D'AVOIR MOINS PERFORMER INDIVIDUELLEMENT PAR RAPPORT À SON (même si toutefois aucun challenger de ce ballon d'or, AYANT REMPORTÉ TOUTES LES COMPÉTITIONS COMME DEMBÉLÉ L'A FAIT, N'A NULLEMENT ÉTÉ AUSSI PERFORMANT DANS LA CONSTANCE QUE LUI (DEMBÉLÉ). La justice personnifiée a créer les conditions de la RÉTRIBUTION comme Paris gagne quasiment tout et ses plus grands challenge tout juste après le départ avec un peu de mépris d'MBAPPÉ mais beaucoup d'enthousiasme arboré vis-à-vis du Réal, déifiant limite le club à haute voix et se voyait déjà championde tout loin devant un PSG décrié laissé en ruine.
En ce sens le puissant dicton est vrai : ""La course, la victoire ou la couronne n'appartient pas au plus agile, au plus filou, au plus déluré et encore moins aux malhonnêtes joueurs égoïstes boycottant et fuyant du ballon leurs attaquants plus talentueux qu'eux, en vue de les éteindre"". C'est donc la victoire de la justice qui a triomphé face à une grave injustice subie par Dembélé qui n'était jamais sollicité et recherché normalement  comme cela se fait habituellement envers les attaquants d'une équipe",0,1758754800,root,"@justiceamour9842 Voici la seule magnifique leçon de vie à tirer de cette décision Dembélé ballon d'Or. C'est que malgré la crapuleuse et méchante injustice de privation de ballon systématique subies (dans son propre club) à l'encontre de Dembélé (et Barcolat) orchestré très franchement (depuis très longtemps)  par les égoïsmes arrivistes assoiffés maladifs de gloire et leadership dont vitinia (le chef suprême), Nino mendès, HAKIMI et aussi Varacelia s'arrangeant toujours pour que LA DÉTENTION DE BALLE, L'animation de jeux ET LES ACTIONS MÊME FINALES passent essentiellement et en quasi totalité qu'avec EUX ET QUE POUR EUX, SANS JAMAIS SOLLICITER SYSTEMATIQUEMENT, NORMALEMENT, NI MÊME PETITEMENT L'ATTAQUANT DEMBÉLÉ (BARCOLA et DOUÉ). 

C'est ainsi qu'on aperçoit jusqu'à ce jour (dans tous les matchs et les saisons) que Vitinha, Nino Mendez, Hakimi (situés pourtant plus en arrière poste que les attaquants) qu'ils sont les plus souvent (lors de la quasi totalité des actions et jeux offensifs) les plus anormalement sollicités, les plus lancés, les plus trouvés et recherchés QUE LES ATTAQUANTS DEMBELE (BARCOLA et DOUE). 
Si bien que ce ne sont que les très infimes et insignifiantes situations de coïncidence de toucher de balle provenant de contre attaque, pressing, de perte de balle de l'adversaire ou D'ABSCENCE FLAGRANTE DE CHOIX VERS UN AUTRE COÉQUIPIER, qui ont permis à Dembélé (et aussi Barcola et DOUÉ) de montrer son talent. 
Quel aurait donc été le résultat et la performance footballistique démontrée de Dembélé si ces anti-joueurs arrivistes cessaient leurs stratégies de mise au placard et de tuerie de leurs attaquants plus talentueux qu'eux (en les privant de ballon et de bonnes opportunités) ; Ceci dans l'unique but d'espérer que leurs talents à eux (bien moindre) fussent (uniquement) vus à travers de millions de touchers de balles et de conservations égoïstes de ballon (à l'instar de Kvaratskhelia très très personnel, de Mendès, Hakimi et Vitinha le cerveau de cette stratégie, le propriétaire de ballon et l'assoiffé de gloire). 
AINSI EN PRIVANT DEMBELE DE NOMBREUSES ACTIONS ET DE BALLON, LES COÉQUIPIERS ANTI-JOUEURS ONT INCITÉ LA VRAIE JUSTICE QUI S'IMMISCE DANS TOUT, QUI SE RÉVÈLE ET SE GLORIFIE EN SON FILS EXPIATOIRE ET QUI RÉTRIBUE TÔT OU TARD, QUI A DONNÉ LE BALLON D'OR A DEMBÉLÉ, TANDIS QUE CELUI-CI EST CONSCIENT D'AVOIR MOINS PERFORMER INDIVIDUELLEMENT PAR RAPPORT À SON (même si toutefois aucun challenger de ce ballon d'or, AYANT REMPORTÉ TOUTES LES COMPÉTITIONS COMME DEMBÉLÉ L'A FAIT, N'A NULLEMENT ÉTÉ AUSSI PERFORMANT DANS LA CONSTANCE QUE LUI (DEMBÉLÉ). La justice personnifiée a créer les conditions de la RÉTRIBUTION comme Paris gagne quasiment tout et ses plus grands challenge tout juste après le départ avec un peu de mépris d'MBAPPÉ mais beaucoup d'enthousiasme arboré vis-à-vis du Réal, déifiant limite le club à haute voix et se voyait déjà championde tout loin devant un PSG décrié laissé en ruine.
En ce sens le puissant dicton est vrai : ""La course, la victoire ou la couronne n'appartient pas au plus agile, au plus filou, au plus déluré et encore moins aux malhonnêtes joueurs égoïstes boycottant et fuyant du ballon leurs attaquants plus talentueux qu'eux, en vue de les éteindre"". C'est donc la victoire de la justice qui a triomphé face à une grave injustice subie par Dembélé qui n'était jamais sollicité et recherché normalement  comme cela se fait habituellement envers les attaquants d'une équipe",neutre,0.0,magnifique,nul,0,0,0
Ugw2ZCaI4irWV7_zs1t4AaABAg,@Balthazar-sy5om,BRAVO Usman,0,1758747600,root,@Balthazar-sy5om BRAVO Usman,positif,1.0,bravo,,0,0,0
UgyDHOzae7x-_ufwy714AaABAg,@john_mcclane10,Très émouvant,0,1758747600,root,@john_mcclane10 Très émouvant,neutre,0.0,,,0,0,0
Ugx1slDOeHilrMPATIt4AaABAg,@thebestofyoutube1384,Il est vraiment exceptionnel !,0,1758747600,root,@thebestofyoutube1384 Il est vraiment exceptionnel !,neutre,0.0,,,0,0,0
UgyyHGBC3k5pIeJSjAx4AaABAg,@houdafarid6875,Le public chante quoi?,0,1758747600,root,@houdafarid6875 Le public chante quoi?,neutre,0.0,,,0,0,0
UgwuZdVSaHpvw9yaSTx4AaABAg,@UnCheminant,C’était exceptionnel 🤍,0,1758747600,root,@UnCheminant C’était exceptionnel 🤍,neutre,0.0,,,0,0,0
UgzSQfFiF7n0LSxa9gl4AaABAg,@elias_abs,"Je suis le seul parisien à ne pas me lasser de cette vidéo ? Depuis Février qu’on le propagande, je suis tellement heureux, et bordel je ne peux pas m’empêcher d’avoir les larmes à chaque fois que je regarde, c’est la cérémonie la plus touchante que j’ai jamais vu, un des BO les plus mérités de ces dernières années, tu l’as fait Ousmane, tu es une légende du foot sache le ❤️💙",1,1758744000,root,"@elias_abs Je suis le seul parisien à ne pas me lasser de cette vidéo ? Depuis Février qu’on le propagande, je suis tellement heureux, et bordel je ne peux pas m’empêcher d’avoir les larmes à chaque fois que je regarde, c’est la cérémonie la plus touchante que j’ai jamais vu, un des BO les plus mérités de ces dernières années, tu l’as fait Ousmane, tu es une légende du foot sache le ❤️💙",positif,3.6,"legend, merite",,2,0,0
UgzBFDeC5JnF5ioHRsl4AaABAg,@AimeeChantalMoughiama,"Bravo Dembelé,beau discours, beaucoup d'humilité,tu es le meilleur.",0,1758744000,root,"@AimeeChantalMoughiama Bravo Dembelé,beau discours, beaucoup d'humilité,tu es le meilleur.",positif,1.0,bravo,,0,0,0
UgxSQyuWanJJ0bD94M94AaABAg,@ZabsoreSalimata,Allez dembele ❤❤❤paris,0,1758744000,root,@ZabsoreSalimata Allez dembele ❤❤❤paris,positif,2.4000000000000004,,,3,0,0
Ugy3hbBhVnUexqiwC4F4AaABAg,@Lahcen-x2s,Peu importe Si c'était Yamin Yamal ou Hakimi qui sont marocains  mais pour Dembelé son épouse est marocaine . DONC le Maroc a remporté le BALLON D'OR en 2025 . Bravo le Maroc qui va organiser la coupe du monde en 2030 InChaaAllah,0,1758744000,root,@Lahcen-x2s Peu importe Si c'était Yamin Yamal ou Hakimi qui sont marocains  mais pour Dembelé son épouse est marocaine . DONC le Maroc a remporté le BALLON D'OR en 2025 . Bravo le Maroc qui va organiser la coupe du monde en 2030 InChaaAllah,positif,1.0,bravo,,0,0,0
UgyYmn64nWKw1IpEp514AaABAg,@Hellolesmoutons,"Va jouer au ballon, traître !",1,1758744000,root,"@Hellolesmoutons Va jouer au ballon, traître !",neutre,0.3,,,0,0,1
Ugxgt4gxj0sPDcRW4pt4AaABAg,@AmneyAitmenguellet,Tellement 😂😂,0,1758744000,root,@AmneyAitmenguellet Tellement 😂😂,neutre,0.0,,,0,0,0
UgxLXSXHZxz3PytVSll4AaABAg,@josephpischedda3043,HAHAHA LES AFRICAINS VONT FAIRE LA FETE UN BON MOMMENT,0,1758744000,root,@josephpischedda3043 HAHAHA LES AFRICAINS VONT FAIRE LA FETE UN BON MOMMENT,positif,0.6,,,0,0,2
UgzQmrKToOFNhdo2x_l4AaABAg,@thiernosonko4534,Ahhhhhhhh DEMBELE ch8 hyper content walah😊,0,1758744000,root,@thiernosonko4534 Ahhhhhhhh DEMBELE ch8 hyper content walah😊,positif,0.8,,,1,0,0
UgztbgfuhSufl9oDuzp4AaABAg,@freddymuka8317,Denbele ❤❤🎉😢😮😊,0,1758740400,root,@freddymuka8317 Denbele ❤❤🎉😢😮😊,positif,2.4000000000000004,,,4,1,0
UgzBGmaT-hlpiU8bTD54AaABAg,@guimbetraore,Félicitations frère Ousmane❤❤❤,1,1758740400,root,@guimbetraore Félicitations frère Ousmane❤❤❤,positif,3.4000000000000004,felicitation,,3,0,0
UgyP0bnmeLIzk_ztMdl4AaABAg,@maca766,"Le beau foutage de g....
Quelle corruption de franchouillards, à 🤮
Dembelé est un excellent joueur, mais entre lui et Lamine Yamal, il n'y a pas photo.
Quelle honte pour cette pseudo cérémonie truquée☹️",1,1758740400,root,"@maca766 Le beau foutage de g....
Quelle corruption de franchouillards, à 🤮
Dembelé est un excellent joueur, mais entre lui et Lamine Yamal, il n'y a pas photo.
Quelle honte pour cette pseudo cérémonie truquée☹️",negatif,-1.8,excellent,"truque, honte",0,1,0
UgyP0bnmeLIzk_ztMdl4AaABAg.ANTDkJG6KbZANUwjf3R4Lh,@Ljey-dz4nv,Revoit les critères pour le ballon d'or et reviens te plaindre après le footix merci au revoir 😂,0,1758798000,UgyP0bnmeLIzk_ztMdl4AaABAg,@Ljey-dz4nv Revoit les critères pour le ballon d'or et reviens te plaindre après le footix merci au revoir 😂,neutre,0.0,,,0,0,0
UgxSZgW6zpR81MyWiXZ4AaABAg,@Ab2oulFall,Toi aussi tu est exceptionnel,0,1758740400,root,@Ab2oulFall Toi aussi tu est exceptionnel,neutre,0.0,,,0,0,0
Ugx2e-gaaDcvGV3Hy7Z4AaABAg,@safiyaba2043,Bravooooo👏👏👏👏👏👏👏👏💫💫💫,0,1758736800,root,@safiyaba2043 Bravooooo👏👏👏👏👏👏👏👏💫💫💫,positif,7.4,bravo,,8,0,0
Ugz5TyZ3cytX1MbOesN4AaABAg,@safiyaba2043,"Félicitations Ousmane,tu mérites amplement 🎉🎉🎉🎉🎉",0,1758736800,root,"@safiyaba2043 Félicitations Ousmane,tu mérites amplement 🎉🎉🎉🎉🎉",positif,6.0,"felicitation, merite",,5,0,0
UgxHjfwRiEp2VLCM9U54AaABAg,@LoicExtra,TOP,0,1758736800,root,@LoicExtra TOP,positif,1.0,top,,0,0,0
UgxMkoyFIZx4umXYc-54AaABAg,@fabricelavigne1967,Très beau discours Dembelé respect pour toi et t'a famille bravo pour Évreux s'a fait énormément plaisir allez PSG.... bravo pour cette saison inoubliable......😊😊😊,1,1758736800,root,@fabricelavigne1967 Très beau discours Dembelé respect pour toi et t'a famille bravo pour Évreux s'a fait énormément plaisir allez PSG.... bravo pour cette saison inoubliable......😊😊😊,positif,4.4,"bravo, respect",,3,0,0
UgxM_f3ClCGRlQ659tR4AaABAg,@adementia2872,"En un mot ""exceptionnel""",0,1758736800,root,"@adementia2872 En un mot ""exceptionnel""",neutre,0.0,,,0,0,0
UgxB3qRpCM5gjTAUQ5V4AaABAg,@Lalla.Z_Al-idrissi5640,HAKIMI LE MÉRITAIT AUTANT,0,1758736800,root,@Lalla.Z_Al-idrissi5640 HAKIMI LE MÉRITAIT AUTANT,neutre,0.0,,,0,0,0
UgwjehDIkyCnqzdnaE54AaABAg,@JulienLeBihan-o2u,C'était mérité bravo Ousmane Dembelé 😊,0,1758733200,root,@JulienLeBihan-o2u C'était mérité bravo Ousmane Dembelé 😊,positif,2.8,"bravo, merite",,1,0,0
Ugz65TFyTlcM6CeN0vh4AaABAg,@CheikKourouma,Ouais mais que c’est merité,1,1758733200,root,@CheikKourouma Ouais mais que c’est merité,positif,1.0,merite,,0,0,0
Ugyw4B2DeLoXqQ4Cllt4AaABAg,@futurvigile,Bravo l'Afrique! Les 🧑🏼🧑🏻‍🦰🧑🏻👩🏼👩🏻‍🦰👩🏻 d'Afrique sont venus vivre en 🇨🇵!,0,1758729600,root,@futurvigile Bravo l'Afrique! Les 🧑🏼🧑🏻‍🦰🧑🏻👩🏼👩🏻‍🦰👩🏻 d'Afrique sont venus vivre en 🇨🇵!,positif,1.0,bravo,,0,0,0
UgwPpT-Ni6q6uSSluX94AaABAg,@AkaminaX,"He doesn’t deserve it at all, he relies on other players to give him ball ⚽️ to score. He’s selfish and he wanna score that’s it. Lot of players deserve it more than him.. shame",0,1758729600,root,"@AkaminaX He doesn’t deserve it at all, he relies on other players to give him ball ⚽️ to score. He’s selfish and he wanna score that’s it. Lot of players deserve it more than him.. shame",neutre,0.0,,,0,0,0
UgwPpT-Ni6q6uSSluX94AaABAg.ANSuLhsWN-LANSvp6euB0m,@Djibril-0710,"La ferme et la joue en face. C’est peut-être des fois il faisait un peu l’égoïste mais il faisait beaucoup de passe et en plus lui il faisait beaucoup d’efforts défensif et de retour défensif et pendant la finale de la ligue des champions il a fait que des retours défensif il donner sa vie sur le terrain, il il a joué collectif, il aimerait ce ballon d’or, il dit pas que le mérite pas Hakimi aussi le méritemais on peut avoir quelqu’un Sinker",1,1758729600,UgwPpT-Ni6q6uSSluX94AaABAg,"@Djibril-0710 La ferme et la joue en face. C’est peut-être des fois il faisait un peu l’égoïste mais il faisait beaucoup de passe et en plus lui il faisait beaucoup d’efforts défensif et de retour défensif et pendant la finale de la ligue des champions il a fait que des retours défensif il donner sa vie sur le terrain, il il a joué collectif, il aimerait ce ballon d’or, il dit pas que le mérite pas Hakimi aussi le méritemais on peut avoir quelqu’un Sinker",positif,2.0,"fort, merite",,0,0,0
UgwPpT-Ni6q6uSSluX94AaABAg.ANSuLhsWN-LANSzmpMBQVi,@Ananisbel,​ @Djibril-0710  completement d'accord avec toi,0,1758733200,UgwPpT-Ni6q6uSSluX94AaABAg,@Ananisbel ​ @Djibril-0710  completement d'accord avec toi,neutre,0.0,,,0,0,0
